ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
b24wumbvu-count-1-1,b24wumbvu-count-1,u-taŋg-a,count-2,false,expert,,,,
b24wumbvu-dew-1-1,b24wumbvu-dew-1,inɔkɔ,dew-18,false,expert,,,,
b24wumbvu-die-1-1,b24wumbvu-die-1,u-w-a,die-1,false,expert,,,,
b24wumbvu-dog-1-1,b24wumbvu-dog-1,mvandi,dog-9,false,expert,,,,
b24wumbvu-drink-1-1,b24wumbvu-drink-1,u-ɲw-a,drink-1,false,expert,,,,
b24wumbvu-ear-1-1,b24wumbvu-ear-1,iluyi,ear-4,false,expert,,,,
b24wumbvu-eat-1-1,b24wumbvu-eat-1,u-dʒa,eat-1,false,expert,,,,
b24wumbvu-egg-1-1,b24wumbvu-egg-1,ibi,egg-11,false,expert,,,,
b24wumbvu-elephant-1-1,b24wumbvu-elephant-1,nzɔku,elephant-4,false,expert,,,,
b24wumbvu-eye-1-1,b24wumbvu-eye-1,dʒisa,eye-2,false,expert,,,,
b24wumbvu-face-1-1,b24wumbvu-face-1,busu,face-4,false,expert,,,,
b24wumbvu-fall-1-1,b24wumbvu-fall-1,u-naŋgw-ɛ,fall-15,false,expert,,,,
b24wumbvu-fatoil-1-1,b24wumbvu-fatoil-1,iwɔŋgɔ,fatoil-4,false,expert,,,,
b24wumbvu-feather-1-1,b24wumbvu-feather-1,isala,feather-3,false,expert,,,,
b24wumbvu-fingernail-1-1,b24wumbvu-fingernail-1,liɲala,fingernail-7,false,expert,,,,
b24wumbvu-fire-1-1,b24wumbvu-fire-1,uɲa,fire-4,false,expert,,,,
b24wumbvu-firewood-1-1,b24wumbvu-firewood-1,likuyi,firewood-1,false,expert,,,,
b24wumbvu-fish-1-1,b24wumbvu-fish-1,swi,fish-1,false,expert,,,,
b24wumbvu-five-1-1,b24wumbvu-five-1,taaɲi,five-1,false,expert,,,,
b24wumbvu-fly-1-1,b24wumbvu-fly-1,u-ful-umɛ,fly-3,false,expert,,,,
b24wumbvu-four-1-1,b24wumbvu-four-1,nayi,four-4,false,expert,,,,
b24wumbvu-give-1-1,b24wumbvu-give-1,u-kab-a,give-16,false,expert,,,,
b24wumbvu-goat-1-1,b24wumbvu-goat-1,taba,goat-5,false,expert,,,,
b24wumbvu-groundsoil-1-1,b24wumbvu-groundsoil-1,sɛndʒɛ,groundsoil-14,false,expert,,,,
b24wumbvu-hair-1-1,b24wumbvu-hair-1,liswiyi,hair-6,false,expert,,,,
b24wumbvu-head-1-1,b24wumbvu-head-1,muulu,head-1,false,expert,,,,
b24wumbvu-hear-1-1,b24wumbvu-hear-1,u-yuk-a,hear-1,false,expert,,,,
b24wumbvu-heart-1-1,b24wumbvu-heart-1,unlima,heart-1,false,expert,,,,
b24wumbvu-horn-1-1,b24wumbvu-horn-1,isɛmbɛ,horn-10,false,expert,,,,
b24wumbvu-house-1-1,b24wumbvu-house-1,ndaku,house-12,false,expert,,,,
b24wumbvu-hunger-1-1,b24wumbvu-hunger-1,nzala,hunger-1,false,expert,,,,
b24wumbvu-intestine-1-1,b24wumbvu-intestine-1,ŋwila,intestine-2,false,expert,,,,
b24wumbvu-iron-1-1,b24wumbvu-iron-1,tsɛyi,iron-8,false,expert,,,,
b24wumbvu-kill-1-1,b24wumbvu-kill-1,u-bum-a,kill-10,false,expert,,,,
b24wumbvu-knee-1-1,b24wumbvu-knee-1,ibɔŋgɔ,knee-3,false,expert,,,,
b24wumbvu-knife-1-1,b24wumbvu-knife-1,mbɛdʒi,knife-18,false,expert,,,,
b24wumbvu-know-1-1,b24wumbvu-know-1,u-yib-a,know-27,false,expert,,,,
b24wumbvu-leaf-1-1,b24wumbvu-leaf-1,likayi,leaf-4,false,expert,,,,
b24wumbvu-leg-1-1,b24wumbvu-leg-1,kulu,leg-1,false,expert,,,,
b24wumbvu-liver-1-1,b24wumbvu-liver-1,ibalu,liver-1,false,expert,,,,
b24wumbvu-louse-1-1,b24wumbvu-louse-1,sidʒɛ,louse-20,false,expert,,,,
b24wumbvu-man-1-1,b24wumbvu-man-1,ibaka,man-20,false,expert,,,,
b24wumbvu-moon-1-1,b24wumbvu-moon-1,sundʒi,moon-3,false,expert,,,,
b24wumbvu-mouth-1-1,b24wumbvu-mouth-1,undʒumfu,mouth-4,false,expert,,,,
b24wumbvu-name-1-1,b24wumbvu-name-1,kumfu,name-3,false,expert,,,,
b24wumbvu-navel-1-1,b24wumbvu-navel-1,itɔŋgu,navel-1,false,expert,,,,
b24wumbvu-neck-1-1,b24wumbvu-neck-1,tʃuŋgu,neck-7,false,expert,,,,
b24wumbvu-night-1-1,b24wumbvu-night-1,pindʒi,night-13,false,expert,,,,
b24wumbvu-nose-1-1,b24wumbvu-nose-1,dʒulu,nose-5,false,expert,,,,
b24wumbvu-one-1-1,b24wumbvu-one-1,ɔɔtu,one-9,false,expert,,,,
b24wumbvu-person-1-1,b24wumbvu-person-1,mutu,person-2,false,expert,,,,
b24wumbvu-rain-1-1,b24wumbvu-rain-1,mvula,rain-4,false,expert,,,,
b24wumbvu-road-1-1,b24wumbvu-road-1,pɛyi,road-13,false,expert,,,,
b24wumbvu-root-1-1,b24wumbvu-root-1,uŋkaŋga,root-1,false,expert,,,,
b24wumbvu-salt-1-1,b24wumbvu-salt-1,itsimba,salt-13,false,expert,,,,
b24wumbvu-sand-1-1,b24wumbvu-sand-1,unzɛyi,sand-4,false,expert,,,,
b24wumbvu-see-1-1,b24wumbvu-see-1,u-yɛn-ɛ,see-1,false,expert,,,,
b24wumbvu-send-1-1,b24wumbvu-send-1,u-lum-a,send-1,false,expert,,,,
b24wumbvu-shame-1-1,b24wumbvu-shame-1,sɔɲi,shame-5,false,expert,,,,
b24wumbvu-sing-1-1,b24wumbvu-sing-1,u-yakw-ɛ,sing-16,false,expert,,,,
b24wumbvu-skin-1-1,b24wumbvu-skin-1,uŋkanza,skin-9,false,expert,,,,
b24wumbvu-sky-1-1,b24wumbvu-sky-1,ikulu,sky-3,false,expert,,,,
b24wumbvu-sleep-1-1,b24wumbvu-sleep-1,mbula,sleep-1,false,expert,,,,
b24wumbvu-smoke-1-1,b24wumbvu-smoke-1,tʃuku,smoke-15,false,expert,,,,
b24wumbvu-snake-1-1,b24wumbvu-snake-1,tadʒi,snake-10,false,expert,,,,
b24wumbvu-spear-1-1,b24wumbvu-spear-1,ikɔŋgɔ,spear-1,false,expert,,,,
b24wumbvu-steal-1-1,b24wumbvu-steal-1,u-yub-a,steal-4,false,expert,,,,
b24wumbvu-stone-1-1,b24wumbvu-stone-1,imaɲa,stone-9,false,expert,,,,
b24wumbvu-sun-1-1,b24wumbvu-sun-1,muusa,sun-25,false,expert,,,,
b24wumbvu-tail-1-1,b24wumbvu-tail-1,untsila,tail-6,false,expert,,,,
b24wumbvu-ten-1-1,b24wumbvu-ten-1,iku,ten-1,false,expert,,,,
b24wumbvu-three-1-1,b24wumbvu-three-1,satu,three-1,false,expert,,,,
b24wumbvu-tongue-1-1,b24wumbvu-tongue-1,ilimi,tongue-1,false,expert,,,,
b24wumbvu-tooth-1-1,b24wumbvu-tooth-1,dʒina,tooth-3,false,expert,,,,
b24wumbvu-tree-1-1,b24wumbvu-tree-1,ŋwili,tree-1,false,expert,,,,
b24wumbvu-two-1-1,b24wumbvu-two-1,ɔlɛ,two-6,false,expert,,,,
b24wumbvu-urine-1-1,b24wumbvu-urine-1,miɲɛ,urine-11,false,expert,,,,
b24wumbvu-village-1-1,b24wumbvu-village-1,mbuka,village-7,false,expert,,,,
b24wumbvu-vomit-1-1,b24wumbvu-vomit-1,u-sutʃ-ɛ,vomit-11,false,expert,,,,
b24wumbvu-walk-1-1,b24wumbvu-walk-1,u-land-a,walk-12,false,expert,,,,
b24wumbvu-war-1-1,b24wumbvu-war-1,ibadʒi,war-14,false,expert,,,,
b24wumbvu-water-1-1,b24wumbvu-water-1,maŋgu,water-14,false,expert,,,,
b24wumbvu-wind-1-1,b24wumbvu-wind-1,ipɛpɛ,wind-10,false,expert,,,,
b24wumbvu-woman-1-1,b24wumbvu-woman-1,mwadʒi,woman-7,false,expert,,,,
b251shake-animal-1-1,b251shake-animal-1,tʃitʃi,animal-2,false,expert,,,,
b251shake-arm-1-1,b251shake-arm-1,mbɔ,arm-1,false,expert,,,,
b251shake-ashes-1-1,b251shake-ashes-1,risu,ashes-14,false,expert,,,,
b251shake-bark-1-1,b251shake-bark-1,yiri,bark-16,false,expert,,,,
b251shake-bed-1-1,b251shake-bed-1,daki,bed-18,false,expert,,,,
b251shake-belly-1-1,b251shake-belly-1,moyu,belly-19,false,expert,,,,
b251shake-big-1-1,b251shake-big-1,unɛni,big-7,false,expert,,,,
b251shake-bird-1-1,b251shake-bird-1,nɔnu,bird-2,false,expert,,,,
b251shake-bite-1-1,b251shake-bite-1,u-gum-a,bite-1,false,expert,,,,
b251shake-blood-1-1,b251shake-blood-1,rikilɛ,blood-1,false,expert,,,,
b251shake-bone-1-1,b251shake-bone-1,yesɔ,bone-3,false,expert,,,,
b251shake-breast-1-1,b251shake-breast-1,ribɛlɛ,breast-1,false,expert,,,,
b251shake-burn-1-1,b251shake-burn-1,u-dzik-ikyɛ,burn-10,false,expert,,,,
b251shake-child-1-1,b251shake-child-1,mwata,child-1,false,expert,,,,
b251shake-cloud-1-1,b251shake-cloud-1,lɛŋgutʃu,cloud-5,false,expert,,,,
b251shake-come-1-1,b251shake-come-1,u-zak-ɔ,come-24,false,expert,,,,
b251shake-count-1-1,b251shake-count-1,u-gaŋk-ɔ,count-2,false,expert,,,,
b251shake-dew-1-1,b251shake-dew-1,muʒuʒu,dew-24,false,expert,,,,
b251shake-die-1-1,b251shake-die-1,u-w-akɔ,die-1,false,expert,,,,
b251shake-dog-1-1,b251shake-dog-1,mbvwa,dog-1,false,expert,,,,
b251shake-drink-1-1,b251shake-drink-1,u-nɔt-a,drink-9,false,expert,,,,
b251shake-ear-1-1,b251shake-ear-1,riwɔgɛ,ear-8,false,expert,,,,
b251shake-eat-1-1,b251shake-eat-1,u-dʒ-ak-ɔ,eat-1,false,expert,,,,
b251shake-egg-1-1,b251shake-egg-1,dzaki,egg-9,false,expert,,,,
b251shake-elephant-1-1,b251shake-elephant-1,zɔku,elephant-4,false,expert,,,,
b251shake-eye-1-1,b251shake-eye-1,dʒisi,eye-2,false,expert,,,,
b251shake-face-1-1,b251shake-face-1,boso,face-4,false,expert,,,,
b251shake-fall-1-1,b251shake-fall-1,o-dʒum-a,fall-9,false,expert,,,,
b251shake-fatoil-1-1,b251shake-fatoil-1,riwɔ̃,fatoil-4,false,expert,,,,
b251shake-feather-1-1,b251shake-feather-1,salɔ,feather-3,false,expert,,,,
b251shake-fingernail-1-1,b251shake-fingernail-1,lɛɲalɔ,fingernail-7,false,expert,,,,
b251shake-fire-1-1,b251shake-fire-1,dʒutɛ,fire-12,false,expert,,,,
b251shake-firewood-1-1,b251shake-firewood-1,yeyɔ,firewood-8,false,expert,,,,
b251shake-fish-1-1,b251shake-fish-1,sɛ,fish-16,false,expert,,,,
b251shake-five-1-1,b251shake-five-1,tanɛ,five-1,false,expert,,,,
b251shake-fly-1-1,b251shake-fly-1,o-dɛs-a,fly-20,false,expert,,,,
b251shake-four-1-1,b251shake-four-1,nayɛ,four-4,false,expert,,,,
b251shake-give-1-1,b251shake-give-1,u-kab-a,give-16,false,expert,,,,
b251shake-goat-1-1,b251shake-goat-1,tabɔ,goat-5,false,expert,,,,
b251shake-groundsoil-1-1,b251shake-groundsoil-1,misɛỹi,groundsoil-16,false,expert,,,,
b251shake-hair-1-1,b251shake-hair-1,sũ,hair-6,false,expert,,,,
b251shake-head-1-1,b251shake-head-1,mogo,head-1,false,expert,,,,
b251shake-hear-1-1,b251shake-hear-1,u-yok-a,hear-1,false,expert,,,,
b251shake-heart-1-1,b251shake-heart-1,rikɔlɔ,heart-8,false,expert,,,,
b251shake-horn-1-1,b251shake-horn-1,ŋgakɔ,horn-7,false,expert,,,,
b251shake-house-1-1,b251shake-house-1,guŋkwɛ,house-11,false,expert,,,,
b251shake-hunger-1-1,b251shake-hunger-1,zalɔ,hunger-1,false,expert,,,,
b251shake-intestine-1-1,b251shake-intestine-1,mwelɔ,intestine-2,false,expert,,,,
b251shake-iron-1-1,b251shake-iron-1,kɛ,iron-8,false,expert,,,,
b251shake-kill-1-1,b251shake-kill-1,u-yol-a,kill-3,false,expert,,,,
b251shake-knee-1-1,b251shake-knee-1,ribɔ,knee-3,false,expert,,,,
b251shake-knife-1-1,b251shake-knife-1,pã,knife-19,false,expert,,,,
b251shake-know-1-1,b251shake-know-1,u-numbv-ukwa,know-20,false,expert,,,,
b251shake-leaf-1-1,b251shake-leaf-1,lɛkayĩ,leaf-4,false,expert,,,,
b251shake-leg-1-1,b251shake-leg-1,kolo,leg-1,false,expert,,,,
b251shake-liver-1-1,b251shake-liver-1,sɛki,liver-5,false,expert,,,,
b251shake-louse-1-1,b251shake-louse-1,ninɔ,louse-5,false,expert,,,,
b251shake-man-1-1,b251shake-man-1,saŋgwɛ,man-21,false,expert,,,,
b251shake-moon-1-1,b251shake-moon-1,ŋkɔndʒɛ,moon-1,false,expert,,,,
b251shake-mouth-1-1,b251shake-mouth-1,ŋwanwɔ,mouth-3,false,expert,,,,
b251shake-name-1-1,b251shake-name-1,dʒinɔ,name-4,false,expert,,,,
b251shake-navel-1-1,b251shake-navel-1,ritɔru,navel-3,false,expert,,,,
b251shake-neck-1-1,b251shake-neck-1,kĩ,neck-7,false,expert,,,,
b251shake-night-1-1,b251shake-night-1,rintɔ,night-15,false,expert,,,,
b251shake-nose-1-1,b251shake-nose-1,dʒolo,nose-5,false,expert,,,,
b251shake-one-1-1,b251shake-one-1,woto,one-9,false,expert,,,,
b251shake-person-1-1,b251shake-person-1,mutʃu,person-2,false,expert,,,,
b251shake-rain-1-1,b251shake-rain-1,mbvulɔ,rain-4,false,expert,,,,
b251shake-road-1-1,b251shake-road-1,zelɔ,road-1,false,expert,,,,
b251shake-root-1-1,b251shake-root-1,kã,root-1,false,expert,,,,
b251shake-salt-1-1,b251shake-salt-1,rikempɔ,salt-13,false,expert,,,,
b251shake-sand-1-1,b251shake-sand-1,rikɛzɛ,sand-14,false,expert,,,,
b251shake-see-1-1,b251shake-see-1,u-yɛn-a,see-1,false,expert,,,,
b251shake-send-1-1,b251shake-send-1,o-gom-aga,send-1,false,expert,,,,
b251shake-shame-1-1,b251shake-shame-1,sɔnu,shame-5,false,expert,,,,
b251shake-sing-1-1,b251shake-sing-1,u-yemp-a,sing-2,false,expert,,,,
b251shake-skin-1-1,b251shake-skin-1,kundɔ,skin-7,false,expert,,,,
b251shake-sky-1-1,b251shake-sky-1,dubɔ,sky-7,false,expert,,,,
b251shake-sleep-1-1,b251shake-sleep-1,utɔ̃ka,sleep-1,false,expert,,,,
b251shake-smoke-1-1,b251shake-smoke-1,yarikyɛ,smoke-11,false,expert,,,,
b251shake-snake-1-1,b251shake-snake-1,ɲɔwɛ̃,snake-9,false,expert,,,,
b251shake-spear-1-1,b251shake-spear-1,rikɔ,spear-1,false,expert,,,,
b251shake-steal-1-1,b251shake-steal-1,u-yib-a,steal-4,false,expert,,,,
b251shake-stone-1-1,b251shake-stone-1,rikɔku,stone-2,false,expert,,,,
b251shake-sun-1-1,b251shake-sun-1,yuŋwɛsɛ,sun-15,false,expert,,,,
b251shake-tail-1-1,b251shake-tail-1,kundʒu,tail-1,false,expert,,,,
b251shake-ten-1-1,b251shake-ten-1,dʒomo,ten-1,false,expert,,,,
b251shake-three-1-1,b251shake-three-1,gagɛ,three-2,false,expert,,,,
b251shake-tongue-1-1,b251shake-tongue-1,lɛdeme,tongue-1,false,expert,,,,
b251shake-tooth-1-1,b251shake-tooth-1,risuŋwɔ,tooth-1,false,expert,,,,
b251shake-tree-1-1,b251shake-tree-1,yege,tree-1,false,expert,,,,
b251shake-two-1-1,b251shake-two-1,ba,two-1,false,expert,,,,
b251shake-urine-1-1,b251shake-urine-1,mizari,urine-10,false,expert,,,,
b251shake-village-1-1,b251shake-village-1,koro,village-18,false,expert,,,,
b251shake-vomit-1-1,b251shake-vomit-1,u-dow-a,vomit-2,false,expert,,,,
b251shake-walk-1-1,b251shake-walk-1,o-lant-a,walk-12,false,expert,,,,
b251shake-war-1-1,b251shake-war-1,ribari,war-14,false,expert,,,,
b251shake-water-1-1,b251shake-water-1,maŋku,water-14,false,expert,,,,
b251shake-wind-1-1,b251shake-wind-1,ripɛpɛ,wind-10,false,expert,,,,
b251shake-woman-1-1,b251shake-woman-1,mwayito,woman-22,false,expert,,,,
b252mahongwe-animal-1-1,b252mahongwe-animal-1,tʃitu,animal-2,false,expert,,,,
b252mahongwe-arm-1-1,b252mahongwe-arm-1,obɔ,arm-1,false,expert,,,,
b252mahongwe-ashes-1-1,b252mahongwe-ashes-1,ikuhu,ashes-20,false,expert,,,,
b252mahongwe-bark-1-1,b252mahongwe-bark-1,ebayi,bark-6,false,expert,,,,
b252mahongwe-bed-1-1,b252mahongwe-bed-1,dʒako,bed-20,false,expert,,,,
b252mahongwe-belly-1-1,b252mahongwe-belly-1,mwɛ̃hi,belly-19,false,expert,,,,
b252mahongwe-bird-1-1,b252mahongwe-bird-1,iɲɔdʒi,bird-2,false,expert,,,,
b252mahongwe-bite-1-1,b252mahongwe-bite-1,-tòóná,bite-11,false,expert,,,,
b252mahongwe-blood-1-1,b252mahongwe-blood-1,maza,blood-11,false,expert,,,,
b252mahongwe-bone-1-1,b252mahongwe-bone-1,ehe,bone-3,false,expert,,,,
b252mahongwe-breast-1-1,b252mahongwe-breast-1,ibɛ,breast-1,false,expert,,,,
b252mahongwe-burn-1-1,b252mahongwe-burn-1,-túmbá,burn-11,false,expert,,,,
b252mahongwe-child-1-1,b252mahongwe-child-1,mwana,child-1,false,expert,,,,
b252mahongwe-cloud-1-1,b252mahongwe-cloud-1,iŋgutu,cloud-5,false,expert,,,,
b252mahongwe-come-1-1,b252mahongwe-come-1,uzako,come-24,false,expert,,,,
b252mahongwe-count-1-1,b252mahongwe-count-1,i-taŋg-aka,count-2,false,expert,,,,
b252mahongwe-dew-1-1,b252mahongwe-dew-1,inzuzu,dew-24,false,expert,,,,
b252mahongwe-die-1-1,b252mahongwe-die-1,i-w-aka,die-1,false,expert,,,,
b252mahongwe-dog-1-1,b252mahongwe-dog-1,mbwande,dog-9,false,expert,,,,
b252mahongwe-drink-1-1,b252mahongwe-drink-1,nɔ̀ɔ̀tɔ́,drink-9,false,expert,,,,
b252mahongwe-ear-1-1,b252mahongwe-ear-1,-lòòyí,ear-4,false,expert,,,,
b252mahongwe-eat-1-1,b252mahongwe-eat-1,i-dʒ-ak-a,eat-1,false,expert,,,,
b252mahongwe-egg-1-1,b252mahongwe-egg-1,itʃɛyi,egg-10,false,expert,,,,
b252mahongwe-elephant-1-1,b252mahongwe-elephant-1,zɔku,elephant-4,false,expert,,,,
b252mahongwe-eye-1-1,b252mahongwe-eye-1,dʒihɔŋ,eye-2,false,expert,,,,
b252mahongwe-face-1-1,b252mahongwe-face-1,boho,face-4,false,expert,,,,
b252mahongwe-fatoil-1-1,b252mahongwe-fatoil-1,madʒi,fatoil-10,false,expert,,,,
b252mahongwe-feather-1-1,b252mahongwe-feather-1,isala,feather-3,false,expert,,,,
b252mahongwe-fingernail-1-1,b252mahongwe-fingernail-1,oɲa,fingernail-7,false,expert,,,,
b252mahongwe-fire-1-1,b252mahongwe-fire-1,weya,fire-3,false,expert,,,,
b252mahongwe-firewood-1-1,b252mahongwe-firewood-1,weya,firewood-8,false,expert,,,,
b252mahongwe-fish-1-1,b252mahongwe-fish-1,fɛ,fish-11,false,expert,,,,
b252mahongwe-fly-1-1,b252mahongwe-fly-1,-ʃàmbà,fly-22,false,expert,,,,
b252mahongwe-give-1-1,b252mahongwe-give-1,-kàbá,give-16,false,expert,,,,
b252mahongwe-goat-1-1,b252mahongwe-goat-1,etaba,goat-5,false,expert,,,,
b252mahongwe-groundsoil-1-1,b252mahongwe-groundsoil-1,hɛndʒɛ,groundsoil-14,false,expert,,,,
b252mahongwe-hair-1-1,b252mahongwe-hair-1,-húwé,hair-6,false,expert,,,,
b252mahongwe-head-1-1,b252mahongwe-head-1,molo,head-1,false,expert,,,,
b252mahongwe-hear-1-1,b252mahongwe-hear-1,-yóókà,hear-1,false,expert,,,,
b252mahongwe-heart-1-1,b252mahongwe-heart-1,lema,heart-1,false,expert,,,,
b252mahongwe-horn-1-1,b252mahongwe-horn-1,nlaka,horn-7,false,expert,,,,
b252mahongwe-house-1-1,b252mahongwe-house-1,eloŋgwɛ,house-11,false,expert,,,,
b252mahongwe-hunger-1-1,b252mahongwe-hunger-1,za,hunger-1,false,expert,,,,
b252mahongwe-intestine-1-1,b252mahongwe-intestine-1,mweyaŋ,intestine-2,false,expert,,,,
b252mahongwe-iron-1-1,b252mahongwe-iron-1,eleŋga,iron-9,false,expert,,,,
b252mahongwe-kill-1-1,b252mahongwe-kill-1,-bómà,kill-10,false,expert,,,,
b252mahongwe-knee-1-1,b252mahongwe-knee-1,ibɔŋgɔ,knee-3,false,expert,,,,
b252mahongwe-knife-1-1,b252mahongwe-knife-1,mbɛdʒi,knife-18,false,expert,,,,
b252mahongwe-know-1-1,b252mahongwe-know-1,-yéebá,know-27,false,expert,,,,
b252mahongwe-leaf-1-1,b252mahongwe-leaf-1,ikayi,leaf-4,false,expert,,,,
b252mahongwe-leg-1-1,b252mahongwe-leg-1,oko,leg-1,false,expert,,,,
b252mahongwe-liver-1-1,b252mahongwe-liver-1,ehɛtʃɛ,liver-5,false,expert,,,,
b252mahongwe-louse-1-1,b252mahongwe-louse-1,hidʒɛ,louse-20,false,expert,,,,
b252mahongwe-man-1-1,b252mahongwe-man-1,ndomana,man-2,false,expert,,,,
b252mahongwe-moon-1-1,b252mahongwe-moon-1,ŋgɔndɛ,moon-1,false,expert,,,,
b252mahongwe-mouth-1-1,b252mahongwe-mouth-1,huŋko,mouth-8,false,expert,,,,
b252mahongwe-name-1-1,b252mahongwe-name-1,dʒinɔ,name-4,false,expert,,,,
b252mahongwe-navel-1-1,b252mahongwe-navel-1,itɔŋgu,navel-1,false,expert,,,,
b252mahongwe-neck-1-1,b252mahongwe-neck-1,tʃiŋgo,neck-7,false,expert,,,,
b252mahongwe-night-1-1,b252mahongwe-night-1,epundu,night-14,false,expert,,,,
b252mahongwe-nose-1-1,b252mahongwe-nose-1,dʒɔŋu,nose-12,false,expert,,,,
b252mahongwe-one-1-1,b252mahongwe-one-1,ɔ̀ɔ̀kɔ̀,one-1,false,expert,,,,
b252mahongwe-person-1-1,b252mahongwe-person-1,moto,person-2,false,expert,,,,
b252mahongwe-rain-1-1,b252mahongwe-rain-1,mbuwa,rain-4,false,expert,,,,
b252mahongwe-road-1-1,b252mahongwe-road-1,pɛyi,road-13,false,expert,,,,
b252mahongwe-root-1-1,b252mahongwe-root-1,ikaŋga,root-1,false,expert,,,,
b252mahongwe-salt-1-1,b252mahongwe-salt-1,matʃemba,salt-13,false,expert,,,,
b252mahongwe-sand-1-1,b252mahongwe-sand-1,hɛli,sand-4,false,expert,,,,
b252mahongwe-see-1-1,b252mahongwe-see-1,-yeěné,see-1,false,expert,,,,
b252mahongwe-shame-1-1,b252mahongwe-shame-1,hɔyi,shame-5,false,expert,,,,
b252mahongwe-sing-1-1,b252mahongwe-sing-1,i-yemb-aka,sing-2,false,expert,,,,
b252mahongwe-skin-1-1,b252mahongwe-skin-1,ŋkaza,skin-9,false,expert,,,,
b252mahongwe-sky-1-1,b252mahongwe-sky-1,iko,sky-3,false,expert,,,,
b252mahongwe-sleep-1-1,b252mahongwe-sleep-1,iyɔ,sleep-1,false,expert,,,,
b252mahongwe-smoke-1-1,b252mahongwe-smoke-1,otuku,smoke-15,false,expert,,,,
b252mahongwe-snake-1-1,b252mahongwe-snake-1,tadʒi,snake-10,false,expert,,,,
b252mahongwe-spear-1-1,b252mahongwe-spear-1,ikɔŋgɔ,spear-1,false,expert,,,,
b252mahongwe-stone-1-1,b252mahongwe-stone-1,imaɲa,stone-9,false,expert,,,,
b252mahongwe-sun-1-1,b252mahongwe-sun-1,yoyi,sun-12,false,expert,,,,
b252mahongwe-tail-1-1,b252mahongwe-tail-1,ŋkɔndɔ,tail-1,false,expert,,,,
b252mahongwe-tongue-1-1,b252mahongwe-tongue-1,elemi,tongue-1,false,expert,,,,
b252mahongwe-tooth-1-1,b252mahongwe-tooth-1,dʒino,tooth-3,false,expert,,,,
b252mahongwe-tree-1-1,b252mahongwe-tree-1,mwele,tree-1,false,expert,,,,
b252mahongwe-two-1-1,b252mahongwe-two-1,-ɔɔ̌lɛ́,two-6,false,expert,,,,
b252mahongwe-urine-1-1,b252mahongwe-urine-1,miɲɛ,urine-11,false,expert,,,,
b252mahongwe-village-1-1,b252mahongwe-village-1,mboka,village-7,false,expert,,,,
b252mahongwe-walk-1-1,b252mahongwe-walk-1,-lààlà,walk-12,false,expert,,,,
b252mahongwe-war-1-1,b252mahongwe-war-1,ibadʒi,war-14,false,expert,,,,
b252mahongwe-water-1-1,b252mahongwe-water-1,inso,water-15,false,expert,,,,
b252mahongwe-wind-1-1,b252mahongwe-wind-1,ŋgoŋgu,wind-4,false,expert,,,,
b252mahongwe-woman-1-1,b252mahongwe-woman-1,mwayito,woman-22,false,expert,,,,
b25kota-animal-1-1,b25kota-animal-1,sito,animal-2,false,expert,,,,
b25kota-arm-1-1,b25kota-arm-1,obɔ,arm-1,false,expert,,,,
b25kota-ashes-1-1,b25kota-ashes-1,ikuhu,ashes-20,false,expert,,,,
b25kota-bark-1-1,b25kota-bark-1,ebayi,bark-6,false,expert,,,,
b25kota-bed-1-1,b25kota-bed-1,dʒako,bed-20,false,expert,,,,
b25kota-belly-1-1,b25kota-belly-1,mwɛɲi,belly-19,false,expert,,,,
b25kota-big-1-1,b25kota-big-1,bonɛnɛ,big-7,false,expert,,,,
b25kota-bird-1-1,b25kota-bird-1,iɲɔdʒi,bird-2,false,expert,,,,
b25kota-bite-1-1,b25kota-bite-1,bo-lum-aka,bite-1,false,expert,,,,
b25kota-blood-1-1,b25kota-blood-1,maza,blood-11,false,expert,,,,
b25kota-bone-1-1,b25kota-bone-1,ehe,bone-3,false,expert,,,,
b25kota-breast-1-1,b25kota-breast-1,ibɛ,breast-1,false,expert,,,,
b25kota-burn-1-1,b25kota-burn-1,bo-tumb-aka,burn-11,false,expert,,,,
b25kota-child-1-1,b25kota-child-1,mwana,child-1,false,expert,,,,
b25kota-cloud-1-1,b25kota-cloud-1,iŋgutu,cloud-5,false,expert,,,,
b25kota-come-1-1,b25kota-come-1,bo-y-aka,come-8,false,expert,,,,
b25kota-count-1-1,b25kota-count-1,bo-laŋg-aka,count-2,false,expert,,,,
b25kota-dew-1-1,b25kota-dew-1,inɔkɔ,dew-18,false,expert,,,,
b25kota-die-1-1,b25kota-die-1,bo-w-aka,die-1,false,expert,,,,
b25kota-dog-1-1,b25kota-dog-1,mbvwande,dog-9,false,expert,,,,
b25kota-drink-1-1,b25kota-drink-1,bo-ŋw-ak-a,drink-1,false,expert,,,,
b25kota-ear-1-1,b25kota-ear-1,ilɔ,ear-3,false,expert,,,,
b25kota-eat-1-1,b25kota-eat-1,bo-dy-ak-a,eat-1,false,expert,,,,
b25kota-egg-1-1,b25kota-egg-1,itʃɛhi,egg-10,false,expert,,,,
b25kota-elephant-1-1,b25kota-elephant-1,zɔku,elephant-4,false,expert,,,,
b25kota-eye-1-1,b25kota-eye-1,dʒiyɔ,eye-2,false,expert,,,,
b25kota-face-1-1,b25kota-face-1,boho,face-4,false,expert,,,,
